OBJECTID,NTD_ID,NTAD_NTD_ID,Agency_Name,Common_Name,City,State,Lon,Lat,In_Latest_NTAD_Upload,License,x,y
274,20998,20998,Otsego County,Otsego Express,Cooperstown,NY,-74.94707575,42.65256816,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-74.9470757496865,42.652568160206
275,20999,20999,Columbia County,Columbia County Public Transportation (CCPT),Hudson,NY,-73.78698816,42.25209759,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.7869881596361,42.2520975900667
276,21000,21000,Yates County,Yates Transit Service (YTS),Penn Yan,NY,-77.05850968,42.66390032,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.0585096803042,42.6639003196904
277,22929,22929,Seneca Nation of Indians,Seneca Transit System,Salamanca,NY,-78.7159614,42.1553654,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.7159614004404,42.1553653997977
278,22930,22930,New York City Economic Development Corporation,NYC Ferry,New York,NY,-74.0110014,40.70955646,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-74.0110013995665,40.7095564601043
279,30001,30001,Kanawha Valley Regional Transportation Authority,Kanawha Valley Regional Transportation Authority (KRT),Charleston,WV,-81.663334,38.36850599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.6633340003501,38.3685059902103
280,30002,30002,The Tri-State Transit Authority,Tri-State Transit Authority (TTA),Huntington,WV,-82.477208,38.41544402,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.477207999902,38.4154440199788
281,30003,30003,Mid-Ohio Valley Transit Authority,Easy Rider,Parkersburg,WV,-81.56016501,39.26680499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.5601650097434,39.266804989747
282,30006,30006,Greater Richmond Transit Company,Greater Richmond Transit Company (GRTC),Richmond,VA,-77.47966603,37.50703502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.4796660300674,37.507035020352
283,30007,30007,Greater Roanoke Transit Company,Valley Metro,Roanoke,VA,-79.92673299,37.27508802,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9267329898496,37.2750880201059
284,30008,30008,Greater Lynchburg Transit Company,Greater Lynchburg Transit Company (GLTC),Lynchburg,VA,-79.15603401,37.37700601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.1560340099259,37.3770060099247
285,30009,30009,City of Petersburg,Petersburg Area Transit (PAT),Petersburg,VA,-77.40521202,37.22983601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.4052120198942,37.2298360098967
286,30010,30010,Lehigh and Northampton Transportation Authority,Lehigh and Northampton Transportation Authority (LANTA),Allentown,PA,-75.47698,40.58728498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.4769799998734,40.5872849797297
287,30011,30011,Altoona Metro Transit,AMTRAN,Altoona,PA,-78.41143804,40.49210001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.4114380401696,40.4921000100145
288,30012,30012,Cambria County Transit Authority,CamTran,Johnstown,PA,-78.89902801,40.33523101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.8990280103824,40.3352310102016
289,30013,30013,Erie Metropolitan Transit Authority,The e,Erie,PA,-80.07321304,42.12369002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.0732130400529,42.123690019917
290,30015,30015,Luzerne County Transportation Authority,Luzerne County Transportation Authority (LCTA),Wilkes Barre,PA,-75.89327703,41.25339102,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.8932770298882,41.2533910200242
291,30019,30019,Southeastern Pennsylvania Transportation Authority,Southeastern Pennsylvania Transportation Authority (SEPTA),Philadelphia,PA,-75.160953,39.95172198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.1609530000254,39.9517219803127
292,30022,30022,Pittsburgh Regional Transit,Pittsburgh Regional Transit (PRT),Pittsburgh,PA,-79.9982223,40.44169971,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9982222999721,40.4416997098796
293,30023,30023,Beaver County Transit Authority,Beaver County Transit Authority (BCTA),Rochester,PA,-80.28460397,40.70093001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.2846039701794,40.7009300097863
294,30025,30025,County of Lackawanna Transit System,County of Lackawanna Transit System (COLTS),Scranton,PA,-75.68734499,41.428004,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.6873449901651,41.4280039997159
295,30030,30030,Washington Metropolitan Area Transit Authority,Washington Metro,Washington,DC,-77.02139629,38.88523603,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.0213962900923,38.8852360303138
296,30034,30034,Maryland Transit Administration,Maryland Transit Administration (MTA),Baltimore,MD,-76.61422497,39.289803,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.6142249701643,39.2898030000958
297,30035,30035,Ohio Valley Regional Transportation Authority,Ohio Valley/Eastern Ohio Regional Transportation Authority,Wheeling,WV,-80.73571397,40.07168998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.7357139702535,40.0716899799123
298,30036,30036,City of Charlottesville,Charlottesville Area Transit (CAT),Charlottesville,VA,-78.47728803,38.02996,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.4772880296706,38.0299599998934
299,30040,30040,City of Annapolis,Annapolis Transit,Annapolis,MD,-76.48948398,38.97652698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.4894839800552,38.9765269801158
300,30041,30041,Board of Commissioners of Allegany County Maryland,Allegany County Transit (ACT),Cumberland,MD,-78.782466,39.63984402,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.7824660003738,39.639844019999
301,30042,30042,Washington County,Washington County Transit (WCT),Hagerstown,MD,-77.72291498,39.64354899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.7229149796183,39.6435489902632
302,30044,30044,Westmoreland County Transit Authority,Westmoreland Transit,Greensburg,PA,-79.54686003,40.30280298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.5468600296101,40.3028029799852
303,30045,30045,"JAUNT, Inc.",Jaunt CONNECT,Charlottesville,VA,-78.47087503,38.01400898,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.4708750296209,38.0140089802228
304,30051,30051,"Montgomery County, Maryland",Ride On,Rockville,MD,-77.14998701,39.083332,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.1499870103515,39.0833319996658
305,30053,30053,City of Bristol Virginia,Bristol Virginia Transit (BVT),Bristol,VA,-82.18106697,36.598573,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.181066969566,36.5985730000165
306,30054,30054,Centre Area Transportation Authority,Centre Area Transportation Authority (CATA),State College,PA,-77.87651,40.76176599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.8765100003838,40.7617659903373
307,30055,30055,Mercer County Regional Council of Governments,Shenango Valley Shuttle Service,Sharon,PA,-80.51264102,41.22962501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.5126410202872,41.2296250097149
308,30057,30057,Pennsylvania Department of Transportation,Pennsylvania Department of Transportation (PENNDOT),Harrisburg,PA,-76.88393756,40.26781363,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.88393756035,40.267813629886
309,30058,30058,City of Fairfax,CUE Bus,Fairfax,VA,-77.30744178,38.84135181,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.3074417801775,38.8413518102689
310,30061,30061,Mid Mon Valley Transit Authority,Mid Mon Valley Transit Authority (MMVTA),Charleroi,PA,-79.90594504,40.14608101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9059450399272,40.1460810101835
311,30068,30068,"Fairfax County, VA",Fairfax Connector Bus System,Fairfax,VA,-77.35655599,38.85414411,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.3565559897471,38.8541441100411
312,30069,30069,City of Danville,Danville Transit,Danville,VA,-79.39197604,36.58634498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.3919760395996,36.5863449803202
313,30070,30070,Potomac and Rappahannock Transportation Commission,OmniRide,Woodbridge,VA,-77.29630813,38.63038879,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.2963081297164,38.6303887897654
314,30071,30071,City of Alexandria,DASH,Alexandria,VA,-77.04289,38.80542698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.042889999621,38.8054269801975
315,30072,30072,"Frederick County, Maryland",TransIt Services of Frederick,Frederick,MD,-77.40974403,39.41495601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.409744030384,39.4149560097309
316,30073,30073,Virginia Railway Express,Virginia Railway Express (VRE),Woodbridge,VA,-77.056177,38.80597298,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.0561769998531,38.8059729796552
317,30074,30074,Harford County Maryland,Harford Transit LINK (HTL),Bel Air,MD,-76.34734903,39.53405899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.3473490296772,39.5340589900432
318,30075,30075,Delaware Transit Corporation,Dart First State,Dover,DE,-75.504663,39.14828002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.5046630002001,39.1482800197357
319,30076,30076,Williamsburg Area Transit Authority,Williamsburg Area Transit Authority (WATA),Williamsburg,VA,-76.67179599,37.25666602,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.6717959898872,37.2566660197563
320,30077,30077,Borough of Pottstown,Pottstown Area Rapid Transit (PART),Pottstown,PA,-75.65227301,40.245641,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.6522730097582,40.245641000277
321,30079,30079,City of Fredericksburg,Fredericksburg Regional Transit (FRED),Fredericksburg,VA,-77.45888604,38.30124101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.4588860401167,38.3012410100144
322,30080,30080,"Arlington County, Virginia",Arlington Transit (ART),Arlington,VA,-77.08579403,38.89031198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.0857940298673,38.8903119799971
323,30081,30081,Loudoun County,Loudoun County Transit,Leesburg,VA,-77.56205704,39.11383002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.5620570402548,39.1138300200175
324,30083,30083,Transportation District Commission of Hampton Roads,Hampton Roads Transit (HRT),Hampton,VA,-76.36464601,37.01360701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.3646460096246,37.0136070098866
325,30085,30085,"Prince George's County, Maryland",TheBus,Upper Marlboro,MD,-76.84213563,38.90921523,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.8421356300066,38.9092152302214
326,30087,30087,County of Fayette,Fayette Area Coordinated Transportation (FACT),Uniontown,PA,-79.72319421,39.90143171,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.7231942102654,39.9014317098811
327,30088,30088,"County Commissioners of Charles County, MD",PGM VanGO,La Plata,MD,-76.980733,38.53094199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.9807330004226,38.5309419903333
328,30089,30089,Monongalia County Urban Mass Transit Authority,Mountain Line Transit Authority (MLTA),Morgantown,WV,-79.97687597,39.63165498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9768759698455,39.6316549802323
329,30090,30090,Eastern Panhandle Transit Authority,Eastern Panhandle Transit Authority (EPTA),Martinsburg,WV,-77.99588197,39.393958,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.9958819702455,39.3939580002073
330,30091,30091,Town of Blacksburg,Blacksburg Transit (BT),Blacksburg,VA,-80.41233604,37.22738502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.4123360402659,37.2273850200528
331,30092,30092,"The County Commissioners of Carroll County, Maryland",Carroll Transit System (CTS),Westminster,MD,-76.98739099,39.57291,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.987390989915,39.572909999741
332,30093,30093,City of Hazleton,Hazleton Public Transit (HPT),Hazleton,PA,-75.9762345,40.95392267,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.9762344997274,40.9539226702064
333,30094,30094,City of Harrisonburg,Harrisonburg Transit,Harrisonburg,VA,-78.87033701,38.445635,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.8703370095771,38.4456350002037
334,30095,30095,County of Lebanon Transit Authority,Lebanon Transit (LT),Lebanon,PA,-76.41462596,40.341276,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.4146259597695,40.3412759999027
335,30096,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Shore Transit,Salisbury,MD,-75.50668798,38.37598998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.5066879798186,38.3759899796578
336,30099,30099,City of Winchester,WinTran,Winchester,VA,-78.16438898,39.18409098,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.1643889798117,39.1840909802227
337,30107,30107,West Virginia University,Morgantown Personal Rapid Transit,Morgantown,WV,-79.95530296,39.65707101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9553029597384,39.6570710099844
338,30108,30108,Cecil County Government,Cecil Transit,Elkton,MD,-75.78560704,39.59793098,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.7856070404318,39.597930980058
339,30109,30109,St. Mary's County Government,St. Mary's Transit System,California,MD,-76.53978109,38.29339984,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.5397810902926,38.2933998401785
340,30111,30111,Washington County Transportation Authority,Freedom Transit,Washington,PA,-80.24493904,40.17242,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.2449390402688,40.17242000033
341,30112,,District Department of Transportation,DC Streetcar,Washington,DC,-77.03251723,38.9175771,No - Agency data not available due to processing or GTFS standard compliance errors.,Public Domain,-77.0325172302904,38.9175771001062
342,30114,30114,Accomack-Northhampton Transportation District Comm,STAR Transit,Tasley,VA,-75.71003798,37.70259098,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.7100379802425,37.7025909802552
343,30115,30115,"New River Valley Senior Services, Inc.",Pulaski Area Transit (PAT),Radford,VA,-80.77626101,37.04822301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.7762610098405,37.0482230100867
344,30116,30116,Borough of Mt. Carmel,Lower Anthracite Transit Systems (LATS),Mount Carmel,PA,-76.41512699,40.79550233,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.4151269897293,40.7955023300466
345,30118,30118,Virginia Regional Transit,Virginia Regional Transit (VRT),Purcellville,VA,-77.71879603,39.143201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.7187960297674,39.1432010001188
346,30119,30119,Central West Virginia Transit Authority,Central West Virginia Transit Authority (CENTRA),Clarksburg,WV,-80.33936976,39.28237895,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.3393697596791,39.2823789499976
347,30121,30121,City of Bluefield,Bluefield Area Transit (BAT),Bluefield,WV,-81.22679501,37.26791399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.2267950101544,37.2679139902493
348,30122,30122,Randolph County Senior Center,Country Roads Transit (CRT),Elkins,WV,-79.85040998,38.92777,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.8504099799305,38.9277700002632
349,30123,30123,District Three Governmental Cooperative,Mountain Lynx Transit,Marion,VA,-81.47044897,36.856002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.4704489696426,36.8560019999115
350,30124,30124,Warren County Transit Authority,Transit Authority of Warren County (TAWC),Warren,PA,-79.14559804,41.84194998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.1455980396235,41.8419499801477
351,30127,30127,Schuylkill Transportation System,Schuylkill Transportation System (STS),Pottsville,PA,-76.19901399,40.68754499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.1990139898533,40.6875449902553
352,30129,30129,Anne Arundel County,Anne Arundel Transit,Annapolis,MD,-76.56161001,38.97565099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.5616100097629,38.9756509899197
353,30130,30130,Baltimore County Department of Public Works Transportation,Towson Loop,Towson,MD,-76.60655201,39.40034899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.606552010165,39.4003489898475
354,30131,30131,"Board of County Commissioners of Calvert County, Maryland",Calvert County Public Transportation (CCPT),Prince Frederick,MD,-76.58316097,38.53832699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.583160969823,38.5383269899407
355,30135,30135,Potomac Valley Transit Authority,Potomac Valley Transit Authority (PVTA),Petersburg,WV,-79.14240998,38.99093799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.1424099797656,38.9909379898895
356,30137,30137,Monroe County Transportation Authority,Pocono Pony,Swiftwater,PA,-75.323661,41.07785301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.3236609999537,41.0778530103205
357,30138,30138,Barbour Co. Senior Center,Here and There Transit (HAT),Philippi,WV,-80.03994903,39.152642,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.0399490296481,39.1526419998119
358,30140,30140,Mountain Transit Authority,Mountain Transit Authority (MTA),Summersville,WV,-80.84518003,38.27177899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.8451800297293,38.2717789898147
359,30141,30141,Butler Transit Authority,The Bus,Butler,PA,-79.90912597,40.85268198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9091259698567,40.8526819803108
360,30147,30147,Town of Chincoteague,Pony Express,Panacea,FL,-75.36019008,37.93676377,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.3601900800907,37.9367637701448
361,30149,30149,Fairmont Marion County Transit Authority,Fairmont-Marion County Transit Authority (FMCTA),Fairmont,WV,-80.14007799,39.48620202,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.1400779901794,39.4862020198702
362,30151,30151,New Castle Area Transit Authority,New Castle Area Transit Authority (NCATA),New Castle,PA,-80.35659797,40.98268199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.3565979699982,40.9826819899348
363,30155,30155,Mayor and City Council Town of Ocean City,Ocean City Transportation (OCT),Ocean City,MD,-75.08480199,38.33499602,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.0848019896355,38.3349960197907
364,30157,30157,Town of Altavista,Altavista Community Transit System (ACTS),Altavista,VA,-79.29021898,37.110096,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.2902189796339,37.1100960001541
365,30164,30164,Town of Bluefield,Graham Transit,Bluefield,VA,-81.26338998,37.23418999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.2633899799209,37.2341899898008
366,30165,30165,Town of Farmville,Farmville Area Bus (FAB),Farmville,VA,-78.38069104,37.30298002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.3806910400207,37.3029800201585
367,30170,30170,Endless Mountains Transportation Authority,BeST Transit,Mansfield,PA,-76.52451103,41.92810799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.5245110303248,41.9281079901737
368,30172,30172,Bay Aging,Bay Transit,Urbanna,VA,-76.58498898,37.63657901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.5849889803408,37.6365790101391
369,30174,30174,Appalachian Agency for Senior Citizens,Four County Transit,Cedar Bluff,VA,-81.79073599,37.00840599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.7907359898754,37.0084059897915
370,30177,30177,Indiana County Transit Authority,IndiGO,Indiana,PA,-79.17165201,40.61159699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.1716520098612,40.6115969898567
371,30178,30178,"Unified Human Services Transportation Systems, Inc",RADAR,Roanoke,VA,-79.98344897,37.28219101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.9834489697289,37.2821910101752
372,30183,30183,Tri River Transit,Tri River Transit (TRT),West Hamlin,WV,-82.07796898,38.286592,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.0779689800027,38.2865920000191
373,30184,30184,Town of Blackstone,Blackstone Area Bus Service (BABS),Blackstone,VA,-77.998835,37.09245402,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.9988350002824,37.0924540196919
374,30185,30185,Crawford Area Transportation Authority,Crawford Area Transportation Authority (CATA),Meadville,PA,-80.15585098,41.63589401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.1558509800439,41.6358940100326
375,30190,30190,"Preston County Sr. Cit, Inc.",Buckwheat Express,Kingwood,WV,-79.67083802,39.46961402,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.6708380203613,39.4696140201021
376,30192,30192,Queen Anne's County,County Ride,Centreville,MD,-76.06620902,39.045509,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.0662090201697,39.0455090002829
377,30194,30194,Mid-County Transit Authority,Town and Country Transit (TACT),Kittanning,PA,-79.51857102,40.81733902,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.5185710204028,40.8173390198459
378,30196,30196,Area Transportation Authority of North Central PA,Area Transportation Authority (ATA),Johnsonburg,PA,-78.66939722,41.47870635,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.6693972196032,41.4787063498922
379,30198,30198,City of Suffolk,Suffolk Transit,Suffolk,VA,-76.583185,36.73023,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.5831849997569,36.7302300000434
380,30199,30199,New River Transit Authority,New River Transit (NRT),Beckley,WV,-81.19164821,37.77737477,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-81.1916482099658,37.7773747703407
381,30200,30200,City of Radford,Radford Transit,Radford,VA,-80.58229899,37.13133302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.5822989898372,37.1313330202953
382,30201,30201,City of Baltimore,Charm City Circulator (CCC),Baltimore,MD,-76.61029405,39.2905573,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.6102940502789,39.2905572997572
383,30202,30202,South Central Transit Authority,"Red Rose Transit Authority, Berks Area Regional Transportation Authority",Lancaster,PA,-76.31898098,40.06422699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.3189809804031,40.064226989674
384,30203,30203,York County,Yorktown Trolley,Yorktown,VA,-76.46586376,37.18380605,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.4658637597212,37.1838060503206
385,30205,30205,"Transit Management of Central Maryland, Inc.",Regional Transportation Agency (RTA),Ellicott City,MD,-76.80395899,39.12897599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.8039589902312,39.1289759900031
386,30206,30206,Susquehanna Regional Transportation Authority,rabbittransit,Harrisburg,PA,-76.79365746,39.94481903,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.7936574599975,39.9448190297857
387,30207,30207,River Valley Transit Authority,River Valley Transit,Williamsport,PA,-77.03822003,41.23778198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.0382200303614,41.2377819803045
388,30208,30208,"University of Maryland, College Park",Shuttle-UM,College Park,MD,-76.93982463,38.98551881,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.9398246296823,38.9855188100855
389,30209,30209,City of Weirton,Weirton Transit,Weirton,WV,-80.58850245,40.40193018,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.5885024497621,40.4019301797293
390,30571,30571,Delmarva Community Services Inc.,Delmarva Community Transit (DCT),Cambridge,MD,-76.09390769,38.54696126,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.0939076898099,38.546961260266
391,30989,30989,Central Shenandoah Planning District Commission,BRITE Bus,Staunton,VA,-79.05696427,38.16848872,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-79.0569642700142,38.1684887200952
392,31025,31025,County of Greensville,Greensville Emporia Transit (GET),Emporia,VA,-77.51497203,36.73663699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.5149720296906,36.7366369900831
393,40001,40001,Chattanooga Area Regional Transportation Authority,Chattanooga Area Regional Transportation Authority (CARTA),Chattanooga,TN,-85.26933,35.05606599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-85.2693300001473,35.0560659899908
394,40002,40002,City of Knoxville,Knoxville Area Transit (KAT),Knoxville,TN,-83.91744603,35.96079399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-83.917446029716,35.9607939902873
395,40003,40003,City of Memphis,Memphis Area Transit Authority (MATA),Memphis,TN,-90.010951,35.17751398,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-90.010950999656,35.1775139799516
396,40004,40004,Metropolitan Transit Authority,WeGo Public Transit,Madison,TN,-86.69224096,36.27382798,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-86.6922409600452,36.2738279797864
397,40005,40005,City of Asheville,Asheville Rides Transit (ART),Asheville,NC,-82.54842182,35.5954353,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.5484218200831,35.5954353002325
398,40006,40006,Cape Fear Public Transportation Authority,Wave Transit,Wilmington,NC,-77.87480462,34.25105523,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-77.8748046197838,34.2510552299052
399,40007,40007,City of Raleigh,GoRaleigh,Raleigh,NC,-78.64301108,35.77876454,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.6430110802212,35.7787645399539
400,40008,40008,City of Charlotte North Carolina,Charlotte Area Transit System (CATS),Charlotte,NC,-80.83958293,35.22124904,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.8395829299262,35.2212490403215
401,40009,40009,City of Fayetteville,Fayetteville Area System of Transit (FAST),Fayetteville,NC,-78.88438365,35.05414247,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.8843836503662,35.0541424696724
402,40011,40011,City of High Point,High Point Transit System (HPTS),High Point,NC,-80.00204079,35.95510163,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.0020407903099,35.9551016297188
403,40012,40012,City of Winston Salem,Winston-Salem Transit Authority (WSTA),Winston Salem,NC,-80.24705077,36.10768965,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-80.2470507701943,36.1076896500561
404,40014,40014,Ms Coast Transportation Authority,Coast Transit Authority (CTA),Gulfport,MS,-89.00203598,30.40317598,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-89.0020359803754,30.4031759801265
405,40015,40015,"City of Jackson, MS",JTRAN,Jackson,MS,-90.18175197,32.29797401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-90.1817519695895,32.2979740097273
406,40016,40016,City of Ashland,Ashland Bus System (ABS),Ashland,KY,-82.637242,38.47854801,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-82.6372419999953,38.4785480101335
